username,full_text,Label,cleaned_text,casefolding_text,norm_text,token_text,swremove_text,stem_text,Sentimen,mention,hashtag
TumenggungAK,@MafiaWasit Kmrn Di T3 cgk atlet2 PON Dari Papua udah transit n siap terbang ke Medan n Aceh sementara di kantor gubernur Surabaya pelepasan atlet PON meriah bgt. Venue emang BLM kelar ya Kek anyep gitu? Tanya kenapa?,-1,Kmrn Di T cgk atlet PON Dari Papua udah transit n siap terbang ke Medan n Aceh sementara di kantor gubernur Surabaya pelepasan atlet PON meriah bgt Venue emang BLM kelar ya Kek anyep gitu Tanya kenapa,kmrn di t cgk atlet pon dari papua udah transit n siap terbang ke medan n aceh sementara di kantor gubernur surabaya pelepasan atlet pon meriah bgt venue emang blm kelar ya kek anyep gitu tanya kenapa,kemarin di t cgk atlet pon dari papua sudah transit n siap terbang ke medan n aceh sementara di kantor gubernur surabaya pelepasan atlet pon meriah banget venue memang belum kelar ya kek anyep gitu tanya kenapa,"['kemarin', 'di', 't', 'cgk', 'atlet', 'pon', 'dari', 'papua', 'sudah', 'transit', 'n', 'siap', 'terbang', 'ke', 'medan', 'n', 'aceh', 'sementara', 'di', 'kantor', 'gubernur', 'surabaya', 'pelepasan', 'atlet', 'pon', 'meriah', 'banget', 'venue', 'memang', 'belum', 'kelar', 'ya', 'kek', 'anyep', 'gitu', 'tanya', 'kenapa']","['kemarin', 't', 'cgk', 'atlet', 'pon', 'papua', 'transit', 'n', 'siap', 'terbang', 'medan', 'n', 'aceh', 'di', 'kantor', 'gubernur', 'surabaya', 'pelepasan', 'atlet', 'pon', 'meriah', 'banget', 'venue', 'memang', 'kelar', 'kek', 'anyep', 'gitu', 'tanya']",kemarin cgk atlet pon papua transit siap terbang medan aceh di kantor gubernur surabaya lepas atlet pon riah banget venue memang kelar kek anyep gitu tanya,Negatif,['@MafiaWasit'],[]
teukubilal,@MafiaWasit selain budget dan promosi emg ada kepentingan pilkada nya karna ego pj gubernur yg diganti. dari fee volunteer saja banyak dipotong dari jumlah pertama yang terdengar . tp sejauh ini di Aceh belum terlalu keliatan chaos nya kalo dibanding Sumut yg ticketing nya saja amburadul,-1,selain budget dan promosi emg ada kepentingan pilkada nya karna ego pj gubernur yg diganti dari fee volunteer saja banyak dipotong dari jumlah pertama yang terdengar tp sejauh ini di Aceh belum terlalu keliatan chaos nya kalo dibanding Sumut yg ticketing nya saja amburadul,selain budget dan promosi emg ada kepentingan pilkada nya karna ego pj gubernur yg diganti dari fee volunteer saja banyak dipotong dari jumlah pertama yang terdengar tp sejauh ini di aceh belum terlalu keliatan chaos nya kalo dibanding sumut yg ticketing nya saja amburadul,selain budget dan promosi emg ada kepentingan pilkada nya karna ego pj gubernur yang diganti dari fee volunteer saja banyak dipotong dari jumlah pertama yang terdengar tapi sejauh ini di aceh belum terlalu keliatan chaos nya kalau dibanding sumut yang ticketing nya saja amburadul,"['selain', 'budget', 'dan', 'promosi', 'emg', 'ada', 'kepentingan', 'pilkada', 'nya', 'karna', 'ego', 'pj', 'gubernur', 'yang', 'diganti', 'dari', 'fee', 'volunteer', 'saja', 'banyak', 'dipotong', 'dari', 'jumlah', 'pertama', 'yang', 'terdengar', 'tapi', 'sejauh', 'ini', 'di', 'aceh', 'belum', 'terlalu', 'keliatan', 'chaos', 'nya', 'kalau', 'dibanding', 'sumut', 'yang', 'ticketing', 'nya', 'saja', 'amburadul']","['budget', 'promosi', 'emg', 'kepentingan', 'pilkada', 'nya', 'karna', 'ego', 'pj', 'gubernur', 'diganti', 'fee', 'volunteer', 'banyak', 'dipotong', 'jumlah', 'pertama', 'terdengar', 'sejauh', 'di', 'aceh', 'terlalu', 'keliatan', 'chaos', 'nya', 'kalau', 'dibanding', 'sumut', 'ticketing', 'nya', 'amburadul']",budget promosi emg penting pilkada nya karna ego pj gubernur ganti fee volunteer banyak potong jumlah pertama dengar jauh di aceh terlalu liat chaos nya kalau banding sumut ticketing nya amburadul,Negatif,['@MafiaWasit'],[]
ryanelfiqri2,@MafiaWasit live buat futsal aja astaga susahnya cok hari kedua atau hari ketiga itu baru ada live nya,-1,live buat futsal aja astaga susahnya cok hari kedua atau hari ketiga itu baru ada live nya,live buat futsal aja astaga susahnya cok hari kedua atau hari ketiga itu baru ada live nya,live buat futsal saja astaga susahnya cok hari kedua atau hari ketiga itu baru ada live nya,"['live', 'buat', 'futsal', 'saja', 'astaga', 'susahnya', 'cok', 'hari', 'kedua', 'atau', 'hari', 'ketiga', 'itu', 'baru', 'ada', 'live', 'nya']","['live', 'buat', 'futsal', 'astaga', 'susahnya', 'cok', 'hari', 'kedua', 'hari', 'ketiga', 'baru', 'live', 'nya']",live buat futsal astaga susah cok hari dua hari tiga baru live nya,Negatif,['@MafiaWasit'],[]
zabinedmc,@MafiaWasit Yg di SUMUT aja arenanya belum beres. https://t.co/hVNubUa8vl,-1,Yg di SUMUT aja arenanya belum beres,yg di sumut aja arenanya belum beres,yang di sumut saja arenanya belum beres,"['yang', 'di', 'sumut', 'saja', 'arenanya', 'belum', 'beres']","['di', 'sumut', 'arenanya', 'beres']",di sumut arena beres,Negatif,['@MafiaWasit'],[]
Bgdapit,@MafiaWasit Terlambat imbas refocusing anggaran ke penanganan covid tahun 2020 pemprov nya kesulitan cari sumber lain untuk pembiayaan. 2023 diajukan untuk diundur. tapi karna jadi event terakhir bapak harus dipaksakan ttp berjalan. Fee? Mungkin nnt setelah pilkada kalau ada sisa bansos,-1,Terlambat imbas refocusing anggaran ke penanganan covid tahun pemprov nya kesulitan cari sumber lain untuk pembiayaan diajukan untuk diundur tapi karna jadi event terakhir bapak harus dipaksakan ttp berjalan Fee Mungkin nnt setelah pilkada kalau ada sisa bansos,terlambat imbas refocusing anggaran ke penanganan covid tahun pemprov nya kesulitan cari sumber lain untuk pembiayaan diajukan untuk diundur tapi karna jadi event terakhir bapak harus dipaksakan ttp berjalan fee mungkin nnt setelah pilkada kalau ada sisa bansos,terlambat imbas refocusing anggaran ke penanganan covid tahun pemprov nya kesulitan cari sumber lain untuk pembiayaan diajukan untuk diundur tapi karna jadi event terakhir bapak harus dipaksakan ttp berjalan fee mungkin nnt setelah pilkada kalau ada sisa bansos,"['terlambat', 'imbas', 'refocusing', 'anggaran', 'ke', 'penanganan', 'covid', 'tahun', 'pemprov', 'nya', 'kesulitan', 'cari', 'sumber', 'lain', 'untuk', 'pembiayaan', 'diajukan', 'untuk', 'diundur', 'tapi', 'karna', 'jadi', 'event', 'terakhir', 'bapak', 'harus', 'dipaksakan', 'ttp', 'berjalan', 'fee', 'mungkin', 'nnt', 'setelah', 'pilkada', 'kalau', 'ada', 'sisa', 'bansos']","['terlambat', 'imbas', 'refocusing', 'anggaran', 'penanganan', 'covid', 'tahun', 'pemprov', 'nya', 'kesulitan', 'cari', 'sumber', 'pembiayaan', 'diajukan', 'untuk', 'diundur', 'karna', 'jadi', 'event', 'terakhir', 'bapak', 'dipaksakan', 'ttp', 'berjalan', 'fee', 'mungkin', 'nnt', 'pilkada', 'kalau', 'sisa', 'bansos']",lambat imbas refocusing anggar tangan covid tahun pemprov nya sulit cari sumber biaya aju untuk undur karna jadi event akhir bapak paksa ttp jalan fee mungkin nnt pilkada kalau sisa bansos,Negatif,['@MafiaWasit'],[]
AdityaVostro,@MafiaWasit GOR Futsal bocor. Kacau https://t.co/ZzuUsFd8oH,-1,GOR Futsal bocor Kacau,gor futsal bocor kacau,gor futsal bocor kacau,"['gor', 'futsal', 'bocor', 'kacau']","['gor', 'futsal', 'bocor', 'kacau']",gor futsal bocor kacau,Negatif,['@MafiaWasit'],[]
brokempot666,@MafiaWasit mosok persiapin pon kalah sama papua sih. apa mau balik pon papua lagi aja wkwkwkwk,-1,mosok persiapin pon kalah sama papua sih apa mau balik pon papua lagi aja wkwkwkwk,mosok persiapin pon kalah sama papua sih apa mau balik pon papua lagi aja wkwkwkwk,mosok persiapin pon kalah sama papua apa mau balik pon papua lagi saja wkwkwkwk,"['mosok', 'persiapin', 'pon', 'kalah', 'sama', 'papua', 'apa', 'mau', 'balik', 'pon', 'papua', 'lagi', 'saja', 'wkwkwkwk']","['mosok', 'persiapin', 'pon', 'kalah', 'sama', 'papua', 'apa', 'mau', 'balik', 'pon', 'papua', 'saja', 'wkwkwkwk']",mosok persiapin pon kalah sama papua apa mau balik pon papua saja wkwkwkwk,Negatif,['@MafiaWasit'],[]
yqounger,@MafiaWasit apa yang diharapkan dah pasti jelek lah orang isinya begituan,-1,apa yang diharapkan dah pasti jelek lah orang isinya begituan,apa yang diharapkan dah pasti jelek lah orang isinya begituan,apa yang diharapkan sudah pasti jelek lah orang isinya begituan,"['apa', 'yang', 'diharapkan', 'sudah', 'pasti', 'jelek', 'lah', 'orang', 'isinya', 'begituan']","['apa', 'diharapkan', 'pasti', 'jelek', 'orang', 'isinya', 'begituan']",apa harap pasti jelek orang isi begitu,Negatif,['@MafiaWasit'],[]
FairyStarr17,@MafiaWasit Volunteer cuma dijadiin babu aja fakk uang patihan yg dijanjiin bakal dibayar dua minggu kemudian ini sampe 3 minggu gada cair. Terus fee di surat kemenkeu anggaran volunteer harusnya 400k eh di kontrak kerja cuma 150. Reman semua bah medan ni,-1,Volunteer cuma dijadiin babu aja fakk uang patihan yg dijanjiin bakal dibayar dua minggu kemudian ini sampe minggu gada cair Terus fee di surat kemenkeu anggaran volunteer harusnya k eh di kontrak kerja cuma Reman semua bah medan ni,volunteer cuma dijadiin babu aja fakk uang patihan yg dijanjiin bakal dibayar dua minggu kemudian ini sampe minggu gada cair terus fee di surat kemenkeu anggaran volunteer harusnya k eh di kontrak kerja cuma reman semua bah medan ni,volunteer cuma dijadiin babu saja fakk uang patihan yang dijanjiin bakal dibayar dua minggu kemudian ini sampai minggu gada cair terus fee di surat kemenkeu anggaran volunteer harusnya k eh di kontrak kerja cuma reman semua bah medan ni,"['volunteer', 'cuma', 'dijadiin', 'babu', 'saja', 'fakk', 'uang', 'patihan', 'yang', 'dijanjiin', 'bakal', 'dibayar', 'dua', 'minggu', 'kemudian', 'ini', 'sampai', 'minggu', 'gada', 'cair', 'terus', 'fee', 'di', 'surat', 'kemenkeu', 'anggaran', 'volunteer', 'harusnya', 'k', 'eh', 'di', 'kontrak', 'kerja', 'cuma', 'reman', 'semua', 'bah', 'medan', 'ni']","['volunteer', 'cuma', 'dijadiin', 'babu', 'fakk', 'uang', 'patihan', 'dijanjiin', 'bakal', 'dibayar', 'minggu', 'kemudian', 'sampai', 'minggu', 'gada', 'cair', 'terus', 'fee', 'surat', 'kemenkeu', 'anggaran', 'volunteer', 'harusnya', 'k', 'eh', 'kontrak', 'kerja', 'cuma', 'reman', 'semua', 'bah', 'medan', 'ni']",volunteer cuma dijadiin babu fakk uang patih dijanjiin bakal bayar minggu kemudian sampai minggu gada cair terus fee surat kemenkeu anggar volunteer harus eh kontrak kerja cuma rem semua bah medan ni,Negatif,['@MafiaWasit'],[]
yhaaajkjinofbts,@MafiaWasit Komen di ig ponsumut2024 kalo bahas tentang Volunteer komenny pada d hapusin,-1,Komen di ig ponsumut kalo bahas tentang Volunteer komenny pada d hapusin,komen di ig ponsumut kalo bahas tentang volunteer komenny pada d hapusin,komen di ig ponsumut kalau bahas tentang volunteer komenny pada d hapusin,"['komen', 'di', 'ig', 'ponsumut', 'kalau', 'bahas', 'tentang', 'volunteer', 'komenny', 'pada', 'd', 'hapusin']","['komen', 'ig', 'ponsumut', 'kalau', 'bahas', 'volunteer', 'komenny', 'd', 'hapusin']",komen ig ponsumut kalau bahas volunteer komenny hapusin,Negatif,['@MafiaWasit'],[]
fluffyfundy,@MafiaWasit AKHIRNYA ADA YG BAHAS kak aku volunter tp fee nya kek ya Allah sedih bgttt,-1,AKHIRNYA ADA YG BAHAS kak aku volunter tp fee nya kek ya Allah sedih bgttt,akhirnya ada yg bahas kak aku volunter tp fee nya kek ya allah sedih bgttt,akhirnya ada yang bahas kak aku volunter tapi fee nya kek ya allah sedih bgttt,"['akhirnya', 'ada', 'yang', 'bahas', 'kak', 'aku', 'volunter', 'tapi', 'fee', 'nya', 'kek', 'ya', 'allah', 'sedih', 'bgttt']","['akhirnya', 'yang', 'bahas', 'kak', 'aku', 'volunter', 'fee', 'nya', 'kek', 'allah', 'sedih', 'bgttt']",akhir yang bahas kak aku volunter fee nya kek allah sedih bgttt,Negatif,['@MafiaWasit'],[]
kenaparupanyaa,@MafiaWasit Masyarakat Medan sini aja banyak yg gatau klo ada PON di awal gembor2 nyari volunteer tp sampe skrg gatau gmn gada transparansi denger2 sih anggarannya ditilep ya? Hahahah,-1,Masyarakat Medan sini aja banyak yg gatau klo ada PON di awal gembor nyari volunteer tp sampe skrg gatau gmn gada transparansi denger sih anggarannya ditilep ya Hahahah,masyarakat medan sini aja banyak yg gatau klo ada pon di awal gembor nyari volunteer tp sampe skrg gatau gmn gada transparansi denger sih anggarannya ditilep ya hahahah,masyarakat medan sini saja banyak yang gatau kalau ada pon di awal gembor nyari volunteer tapi sampai skrg gatau gmn gada transparansi denger anggarannya ditilep ya hahahah,"['masyarakat', 'medan', 'sini', 'saja', 'banyak', 'yang', 'gatau', 'kalau', 'ada', 'pon', 'di', 'awal', 'gembor', 'nyari', 'volunteer', 'tapi', 'sampai', 'skrg', 'gatau', 'gmn', 'gada', 'transparansi', 'denger', 'anggarannya', 'ditilep', 'ya', 'hahahah']","['masyarakat', 'medan', 'sini', 'banyak', 'gatau', 'kalau', 'pon', 'awal', 'gembor', 'nyari', 'volunteer', 'sampai', 'skrg', 'gatau', 'gmn', 'gada', 'transparansi', 'denger', 'anggarannya', 'ditilep', 'hahahah']",masyarakat medan sini banyak gatau kalau pon awal gembor nyari volunteer sampai skrg gatau gmn gada transparansi denger anggar ditilep hahahah,Negatif,['@MafiaWasit'],[]
yhaaajkjinofbts,@MafiaWasit Kak adik saya ikut bimbek 2 hari katanya bakalan cair uang makan 95/hari. Bimtekny 2 hari sampe skrng gada kabar apa2. Gada kbr kelanjutan bagaimana jg unt penempatan atau jdwal hari kerja :(,-1,Kak adik saya ikut bimbek hari katanya bakalan cair uang makan hari Bimtekny hari sampe skrng gada kabar apa Gada kbr kelanjutan bagaimana jg unt penempatan atau jdwal hari kerja,kak adik saya ikut bimbek hari katanya bakalan cair uang makan hari bimtekny hari sampe skrng gada kabar apa gada kbr kelanjutan bagaimana jg unt penempatan atau jdwal hari kerja,kak adik saya ikut bimbek hari katanya bakalan cair uang makan hari bimtekny hari sampai skrng gada kabar apa gada kbr kelanjutan bagaimana jg unt penempatan atau jdwal hari kerja,"['kak', 'adik', 'saya', 'ikut', 'bimbek', 'hari', 'katanya', 'bakalan', 'cair', 'uang', 'makan', 'hari', 'bimtekny', 'hari', 'sampai', 'skrng', 'gada', 'kabar', 'apa', 'gada', 'kbr', 'kelanjutan', 'bagaimana', 'jg', 'unt', 'penempatan', 'atau', 'jdwal', 'hari', 'kerja']","['kak', 'adik', 'ikut', 'bimbek', 'hari', 'katanya', 'bakalan', 'cair', 'uang', 'makan', 'hari', 'bimtekny', 'hari', 'skrng', 'gada', 'kabar', 'apa', 'gada', 'kbr', 'kelanjutan', 'bagaimana', 'jg', 'unt', 'penempatan', 'jdwal', 'hari', 'kerja']",kak adik ikut bimbek hari kata bakal cair uang makan hari bimtekny hari skrng gada kabar apa gada kbr lanjut bagaimana jg unt tempat jdwal hari kerja,Negatif,['@MafiaWasit'],[]
rakapramudito,@MafiaWasit ANYWAY Paralimpik Nasional (PON buat disabilitas) pindah ke Solo krn venue di Sumut engga ramah disabilitas. Please bantu salah satu atlet disabilitas cabor tenis kursi roda butuh bantuan buat berangkat tanding ke Solo. https://t.co/Yip8LNSlVS https://t.co/x72afHonS7,-1,ANYWAY Paralimpik Nasional PON buat disabilitas pindah ke Solo krn venue di Sumut engga ramah disabilitas Please bantu salah satu atlet disabilitas cabor tenis kursi roda butuh bantuan buat berangkat tanding ke Solo,anyway paralimpik nasional pon buat disabilitas pindah ke solo krn venue di sumut engga ramah disabilitas please bantu salah satu atlet disabilitas cabor tenis kursi roda butuh bantuan buat berangkat tanding ke solo,anyway paralimpik nasional pon buat disabilitas pindah ke solo karena venue di sumut engga ramah disabilitas please bantu salah satu atlet disabilitas cabor tenis kursi roda butuh bantuan buat berangkat tanding ke solo,"['anyway', 'paralimpik', 'nasional', 'pon', 'buat', 'disabilitas', 'pindah', 'ke', 'solo', 'karena', 'venue', 'di', 'sumut', 'engga', 'ramah', 'disabilitas', 'please', 'bantu', 'salah', 'satu', 'atlet', 'disabilitas', 'cabor', 'tenis', 'kursi', 'roda', 'butuh', 'bantuan', 'buat', 'berangkat', 'tanding', 'ke', 'solo']","['anyway', 'paralimpik', 'nasional', 'pon', 'buat', 'disabilitas', 'pindah', 'solo', 'venue', 'sumut', 'engga', 'ramah', 'disabilitas', 'please', 'bantu', 'salah', 'satu', 'atlet', 'disabilitas', 'cabor', 'tenis', 'kursi', 'roda', 'butuh', 'bantuan', 'buat', 'berangkat', 'tanding', 'solo']",anyway paralimpik nasional pon buat disabilitas pindah solo venue sumut engga ramah disabilitas please bantu salah satu atlet disabilitas cabor tenis kursi roda butuh bantu buat berangkat tanding solo,Negatif,['@MafiaWasit'],[]
Mynameisbryan12,@MafiaWasit Kacau balau pastinya. Provinsi yg penuh kongkalikong mau bikin event? Habis itu duit disedot para oknum. Udh terlalu parah emang itu provinsi.,-1,Kacau balau pastinya Provinsi yg penuh kongkalikong mau bikin event Habis itu duit disedot para oknum Udh terlalu parah emang itu provinsi,kacau balau pastinya provinsi yg penuh kongkalikong mau bikin event habis itu duit disedot para oknum udh terlalu parah emang itu provinsi,kacau balau pastinya provinsi yang penuh kongkalikong mau membuat event habis itu duit disedot para oknum sudah terlalu parah memang itu provinsi,"['kacau', 'balau', 'pastinya', 'provinsi', 'yang', 'penuh', 'kongkalikong', 'mau', 'membuat', 'event', 'habis', 'itu', 'duit', 'disedot', 'para', 'oknum', 'sudah', 'terlalu', 'parah', 'memang', 'itu', 'provinsi']","['kacau', 'balau', 'pastinya', 'provinsi', 'penuh', 'kongkalikong', 'mau', 'membuat', 'event', 'habis', 'duit', 'disedot', 'oknum', 'terlalu', 'parah', 'memang', 'provinsi']",kacau balau pasti provinsi penuh kongkalikong mau buat event habis duit sedot oknum terlalu parah memang provinsi,Negatif,['@MafiaWasit'],[]
mbrobbyy,@MafiaWasit Udh gabungan 2 provinsi msh aja blm siap venuenya dr kemaren ngapain aja itu,-1,Udh gabungan provinsi msh aja blm siap venuenya dr kemaren ngapain aja itu,udh gabungan provinsi msh aja blm siap venuenya dr kemaren ngapain aja itu,sudah gabungan provinsi msh saja belum siap venuenya dari kemaren ngapain saja itu,"['sudah', 'gabungan', 'provinsi', 'msh', 'saja', 'belum', 'siap', 'venuenya', 'dari', 'kemaren', 'ngapain', 'saja', 'itu']","['gabungan', 'provinsi', 'msh', 'belum', 'siap', 'venuenya', 'kemaren', 'ngapain', 'itu']",gabung provinsi msh belum siap venuenya kemaren ngapain itu,Negatif,['@MafiaWasit'],[]
thepereks,@MafiaWasit stadion ga siap mulai jam berapa gatau. gausa la ngadain apa2 di sumut ini yg juara siapa2 aja gatau bjir sangking ketutup nya event ini,-1,stadion ga siap mulai jam berapa gatau gausa la ngadain apa di sumut ini yg juara siapa aja gatau bjir sangking ketutup nya event ini,stadion ga siap mulai jam berapa gatau gausa la ngadain apa di sumut ini yg juara siapa aja gatau bjir sangking ketutup nya event ini,stadion tidak siap mulai jam berapa gatau gausa la ngadain apa di sumut ini yang juara siapa saja gatau bjir sangking ketutup nya event ini,"['stadion', 'tidak', 'siap', 'mulai', 'jam', 'berapa', 'gatau', 'gausa', 'la', 'ngadain', 'apa', 'di', 'sumut', 'ini', 'yang', 'juara', 'siapa', 'saja', 'gatau', 'bjir', 'sangking', 'ketutup', 'nya', 'event', 'ini']","['stadion', 'siap', 'mulai', 'jam', 'berapa', 'gatau', 'gausa', 'la', 'ngadain', 'apa', 'sumut', 'yang', 'juara', 'siapa', 'gatau', 'bjir', 'sangking', 'ketutup', 'nya', 'event']",stadion siap mulai jam berapa gatau gausa la ngadain apa sumut yang juara siapa gatau bjir sangking tutup nya event,Negatif,['@MafiaWasit'],[]
Lavender198709,@MafiaWasit Dulu PON di Riau sukses rame meriah megah. Tapi setelah PON gubernur Riau masuk penjara karena korupsi PON. Stadion utama pun terbengkalai.,-1,Dulu PON di Riau sukses rame meriah megah Tapi setelah PON gubernur Riau masuk penjara karena korupsi PON Stadion utama pun terbengkalai,dulu pon di riau sukses rame meriah megah tapi setelah pon gubernur riau masuk penjara karena korupsi pon stadion utama pun terbengkalai,dulu pon di riau sukses rame meriah megah tapi setelah pon gubernur riau masuk penjara karena korupsi pon stadion utama pun terbengkalai,"['dulu', 'pon', 'di', 'riau', 'sukses', 'rame', 'meriah', 'megah', 'tapi', 'setelah', 'pon', 'gubernur', 'riau', 'masuk', 'penjara', 'karena', 'korupsi', 'pon', 'stadion', 'utama', 'pun', 'terbengkalai']","['dulu', 'pon', 'riau', 'sukses', 'rame', 'meriah', 'megah', 'setelah', 'pon', 'gubernur', 'riau', 'masuk', 'penjara', 'korupsi', 'pon', 'stadion', 'utama', 'terbengkalai']",dulu pon riau sukses rame riah megah telah pon gubernur riau masuk penjara korupsi pon stadion utama bengkalai,Negatif,['@MafiaWasit'],[]
